,Age,City_Category,Gender,Marital_Status,Occupation,Stay_In_Current_City_Years
1377,36-45,C,M,0.0,6.0,1
1378,46-50,C,M,1.0,6.0,1
1379,18-25,C,F,0.0,6.0,1
1380,36-45,B,M,0.0,6.0,1
1381,26-35,C,M,0.0,6.0,1
1382,26-35,B,F,1.0,6.0,1
1383,26-35,A,M,0.0,6.0,1
1384,55+,A,M,1.0,6.0,1
1385,51-55,C,M,1.0,6.0,1
1386,26-35,C,M,1.0,6.0,1
1387,36-45,C,M,1.0,6.0,1
1388,18-25,B,M,0.0,6.0,1
1389,26-35,A,M,1.0,6.0,1
1390,51-55,B,M,1.0,6.0,1
1391,36-45,C,F,1.0,6.0,1
1392,36-45,B,M,0.0,6.0,1
1393,55+,C,F,1.0,6.0,1
1394,51-55,C,M,1.0,6.0,1
1395,36-45,B,F,0.0,6.0,1
1396,36-45,C,M,0.0,6.0,1
1397,46-50,A,F,1.0,6.0,1
1398,26-35,C,M,1.0,6.0,1
1399,55+,C,M,1.0,6.0,1
1400,46-50,C,M,0.0,6.0,1
1401,51-55,B,M,1.0,6.0,1
1402,46-50,C,M,0.0,7.0,1
1403,36-45,C,M,0.0,7.0,1
1404,55+,C,M,1.0,7.0,1
1405,26-35,B,M,1.0,7.0,1
1406,26-35,C,M,1.0,7.0,1
1407,36-45,C,F,0.0,7.0,1
1408,51-55,C,M,1.0,7.0,1
1409,46-50,C,M,1.0,7.0,1
1410,46-50,C,F,1.0,7.0,1
1411,36-45,B,M,0.0,7.0,1
1412,46-50,C,M,1.0,7.0,1
1413,51-55,C,M,1.0,7.0,1
1414,46-50,B,F,1.0,7.0,1
1415,36-45,B,M,0.0,7.0,1
1416,26-35,A,F,1.0,7.0,1
1417,36-45,C,M,1.0,7.0,1
1418,51-55,C,M,1.0,7.0,1
1419,51-55,C,M,0.0,7.0,1
1420,36-45,B,M,0.0,7.0,1
1421,26-35,B,M,0.0,7.0,1
1422,46-50,C,M,1.0,7.0,1
1423,26-35,B,F,1.0,7.0,1
1424,36-45,A,M,0.0,7.0,1
1425,26-35,B,M,0.0,7.0,1
1426,36-45,B,M,0.0,7.0,1
1427,36-45,A,M,0.0,7.0,1
1428,55+,C,M,0.0,7.0,1
1429,26-35,B,M,1.0,7.0,1
1430,51-55,B,F,1.0,7.0,1
1431,36-45,B,M,0.0,7.0,1
1432,36-45,C,M,0.0,7.0,1
1433,36-45,C,M,1.0,7.0,1
1434,26-35,C,M,0.0,7.0,1
1435,36-45,C,M,1.0,7.0,1
1436,46-50,C,M,1.0,7.0,1
1437,36-45,B,F,0.0,7.0,1
1438,55+,B,M,0.0,7.0,1
1439,36-45,C,M,1.0,7.0,1
1440,55+,B,F,1.0,7.0,1
1441,36-45,C,M,1.0,7.0,1
1442,26-35,C,M,1.0,7.0,1
1443,26-35,B,M,1.0,7.0,1
1444,55+,A,M,1.0,7.0,1
1445,36-45,A,M,1.0,7.0,1
1446,51-55,C,M,1.0,7.0,1
1447,26-35,A,F,0.0,7.0,1
1448,36-45,C,M,1.0,7.0,1
1449,36-45,A,M,1.0,7.0,1
1450,36-45,B,F,0.0,7.0,1
1451,36-45,C,M,1.0,7.0,1
1452,36-45,A,M,0.0,7.0,1
1453,26-35,A,M,0.0,7.0,1
1454,36-45,B,M,0.0,7.0,1
1455,36-45,B,F,0.0,7.0,1
1456,26-35,A,M,0.0,7.0,1
1457,36-45,C,F,1.0,7.0,1
1458,46-50,C,M,0.0,7.0,1
1459,46-50,C,M,0.0,7.0,1
1460,26-35,A,M,0.0,7.0,1
1461,36-45,C,M,0.0,7.0,1
1462,36-45,C,M,1.0,7.0,1
1463,46-50,A,M,1.0,7.0,1
1464,46-50,C,F,1.0,7.0,1
1465,26-35,B,F,0.0,7.0,1
1466,51-55,C,M,1.0,7.0,1
1467,36-45,C,M,0.0,7.0,1
1468,26-35,C,M,0.0,7.0,1
1469,26-35,C,M,0.0,7.0,1
1470,36-45,C,M,1.0,7.0,1
1471,46-50,B,M,1.0,7.0,1
1472,26-35,A,F,0.0,7.0,1
1473,26-35,C,M,0.0,7.0,1
1474,51-55,B,M,0.0,7.0,1
1475,36-45,C,M,1.0,7.0,1
1476,36-45,B,M,0.0,7.0,1
1477,55+,C,M,1.0,7.0,1
1478,36-45,B,F,0.0,7.0,1
1479,46-50,C,F,0.0,7.0,1
1480,26-35,C,F,0.0,7.0,1
1481,55+,C,M,1.0,7.0,1
1482,36-45,C,M,0.0,7.0,1
1483,36-45,C,M,1.0,7.0,1
1484,55+,C,M,1.0,7.0,1
1485,36-45,C,M,1.0,7.0,1
1486,36-45,A,F,0.0,7.0,1
1487,51-55,B,M,0.0,7.0,1
1488,26-35,A,M,1.0,7.0,1
1489,51-55,C,F,1.0,7.0,1
1490,46-50,C,M,1.0,7.0,1
1491,36-45,C,M,0.0,7.0,1
1492,36-45,C,M,1.0,7.0,1
1493,26-35,A,M,0.0,7.0,1
1494,26-35,A,M,0.0,7.0,1
1495,36-45,C,M,0.0,7.0,1
1496,36-45,C,F,1.0,7.0,1
1497,18-25,A,M,0.0,7.0,1
1498,36-45,C,M,1.0,7.0,1
1499,36-45,C,F,0.0,7.0,1
1500,36-45,A,M,0.0,7.0,1
1501,26-35,B,M,1.0,7.0,1
1502,51-55,C,M,0.0,7.0,1
1503,26-35,A,F,1.0,7.0,1
1504,55+,C,M,1.0,7.0,1
1505,26-35,A,F,0.0,7.0,1
1506,51-55,C,F,0.0,7.0,1
1507,36-45,C,M,0.0,7.0,1
1508,26-35,B,M,0.0,7.0,1
1509,26-35,C,M,0.0,7.0,1
1510,46-50,C,M,0.0,7.0,1
1511,26-35,C,F,0.0,7.0,1
1512,26-35,C,M,0.0,7.0,1
1513,26-35,B,M,0.0,7.0,1
1514,51-55,C,F,1.0,7.0,1
1515,51-55,C,M,0.0,7.0,1
1516,26-35,C,M,0.0,7.0,1
1517,26-35,A,M,0.0,7.0,1
1518,51-55,C,M,1.0,7.0,1
1519,26-35,A,F,0.0,7.0,1
1520,26-35,A,M,1.0,7.0,1
1521,18-25,C,M,0.0,7.0,1
1522,36-45,C,M,1.0,7.0,1
1523,18-25,B,M,0.0,7.0,1
1524,26-35,C,M,0.0,7.0,1
1525,36-45,C,M,0.0,7.0,1
1526,36-45,C,M,0.0,7.0,1
1527,26-35,B,M,1.0,7.0,1
1528,55+,B,M,1.0,7.0,1
1529,26-35,C,M,1.0,7.0,1
1530,36-45,C,M,0.0,7.0,1
1531,55+,C,M,1.0,7.0,1
1532,18-25,B,M,0.0,7.0,1
1533,26-35,A,M,1.0,7.0,1
1534,26-35,A,M,1.0,7.0,1
1535,46-50,C,M,0.0,7.0,1
1536,26-35,C,M,1.0,7.0,1
1537,51-55,B,M,0.0,7.0,1
1538,26-35,C,F,0.0,7.0,1
1539,26-35,C,M,0.0,7.0,1
1540,46-50,C,M,1.0,7.0,1
1541,26-35,C,M,1.0,7.0,1
1542,51-55,A,M,1.0,7.0,1
1543,46-50,C,M,0.0,7.0,1
1544,26-35,B,F,0.0,7.0,1
1545,36-45,A,M,0.0,7.0,1
1546,26-35,A,M,0.0,7.0,1
1547,26-35,C,M,0.0,7.0,1
1548,55+,C,M,1.0,7.0,1
1549,26-35,C,F,0.0,7.0,1
1550,51-55,C,M,1.0,7.0,1
1551,36-45,C,M,0.0,7.0,1
1552,26-35,B,M,0.0,7.0,1
1553,36-45,B,M,1.0,7.0,1
1554,26-35,C,M,1.0,7.0,1
1555,26-35,C,M,1.0,7.0,1
1556,36-45,C,M,1.0,7.0,1
1557,36-45,C,M,0.0,7.0,1
1558,46-50,C,M,1.0,7.0,1
1559,26-35,C,M,0.0,7.0,1
1560,51-55,C,M,1.0,7.0,1
1561,51-55,C,M,1.0,7.0,1
1562,26-35,C,M,0.0,7.0,1
1563,26-35,A,M,0.0,7.0,1
1564,36-45,B,M,0.0,7.0,1
1565,36-45,A,M,0.0,7.0,1
1566,51-55,C,F,0.0,7.0,1
1567,26-35,B,F,0.0,7.0,1
1568,26-35,C,M,1.0,7.0,1
1569,36-45,B,M,0.0,7.0,1
1570,18-25,C,M,0.0,7.0,1
1571,26-35,C,F,0.0,7.0,1
1572,26-35,C,M,0.0,7.0,1
1573,26-35,A,M,0.0,7.0,1
1574,26-35,C,M,1.0,7.0,1
1575,36-45,C,M,0.0,7.0,1
1576,36-45,C,F,0.0,9.0,1
1577,55+,C,F,0.0,9.0,1
1578,36-45,B,F,0.0,9.0,1
1579,36-45,B,F,1.0,9.0,1
1580,36-45,C,F,1.0,9.0,1
1581,26-35,B,F,0.0,9.0,1
1582,36-45,C,F,0.0,9.0,1
1583,46-50,C,F,1.0,9.0,1
1584,36-45,B,F,0.0,9.0,1
1585,26-35,C,F,0.0,9.0,1
1586,18-25,B,M,0.0,9.0,1
1587,36-45,B,F,0.0,9.0,1
1588,26-35,C,F,0.0,9.0,1
1589,36-45,C,F,1.0,9.0,1
1590,46-50,C,F,1.0,9.0,1
1591,26-35,C,F,0.0,9.0,1
1592,51-55,C,F,1.0,9.0,1
1593,26-35,B,F,0.0,9.0,1
1594,36-45,C,F,0.0,9.0,1
1595,36-45,C,F,0.0,9.0,1
1596,26-35,C,F,0.0,9.0,1
1597,55+,C,F,1.0,9.0,1
1598,51-55,C,F,1.0,9.0,1
1599,51-55,A,F,0.0,9.0,1
1600,26-35,C,F,0.0,9.0,1
1601,26-35,C,F,0.0,9.0,1
1602,26-35,C,F,0.0,9.0,1
1603,26-35,A,F,1.0,9.0,1
1604,51-55,C,F,1.0,9.0,1
1605,36-45,C,F,0.0,9.0,1
1606,36-45,B,F,0.0,9.0,1
1607,36-45,C,F,1.0,9.0,1
1608,0-17,C,M,0.0,10.0,1
1609,0-17,C,M,0.0,10.0,1
1610,0-17,B,M,0.0,10.0,1
1611,0-17,C,M,0.0,10.0,1
1612,0-17,C,M,0.0,10.0,1
1613,0-17,C,F,0.0,10.0,1
1614,0-17,C,F,0.0,10.0,1
1615,0-17,A,F,0.0,10.0,1
1616,18-25,C,M,0.0,10.0,1
1617,0-17,C,M,0.0,10.0,1
1618,0-17,C,F,0.0,10.0,1
1619,18-25,B,M,1.0,10.0,1
1620,0-17,B,M,0.0,10.0,1
1621,0-17,C,M,0.0,10.0,1
1622,0-17,C,F,0.0,10.0,1
1623,18-25,C,M,0.0,10.0,1
1624,0-17,B,F,0.0,10.0,1
1625,0-17,B,M,0.0,10.0,1
1626,18-25,C,F,1.0,10.0,1
1627,0-17,C,M,0.0,10.0,1
1628,18-25,C,M,0.0,10.0,1
1629,0-17,B,F,0.0,10.0,1
1630,0-17,B,M,0.0,10.0,1
1631,0-17,A,M,0.0,10.0,1
1632,0-17,A,F,0.0,10.0,1
1633,0-17,C,M,0.0,10.0,1
1634,0-17,C,M,0.0,10.0,1
1635,18-25,A,M,0.0,10.0,1
1636,18-25,B,M,0.0,10.0,1
1637,0-17,B,M,0.0,10.0,1
1638,0-17,B,M,0.0,10.0,1
1639,0-17,C,M,0.0,10.0,1
1640,0-17,A,M,0.0,10.0,1
1641,0-17,C,M,0.0,10.0,1
1642,0-17,C,F,0.0,10.0,1
1643,0-17,B,M,0.0,10.0,1
1644,0-17,B,M,0.0,10.0,1
1645,0-17,C,M,0.0,10.0,1
1646,0-17,C,M,0.0,10.0,1
1647,0-17,A,F,0.0,10.0,1
1648,0-17,C,M,0.0,10.0,1
1649,0-17,B,M,0.0,10.0,1
1650,0-17,C,M,0.0,10.0,1
1651,0-17,C,F,0.0,10.0,1
1652,36-45,A,M,1.0,10.0,1
1653,0-17,B,F,0.0,10.0,1
1654,0-17,C,F,0.0,10.0,1
1655,0-17,C,M,0.0,10.0,1
1656,0-17,C,F,0.0,10.0,1
1657,0-17,C,F,0.0,10.0,1
1658,55+,C,M,1.0,10.0,1
1659,18-25,C,M,1.0,10.0,1
1660,18-25,C,M,0.0,10.0,1
1661,0-17,A,F,0.0,10.0,1
1662,0-17,B,F,0.0,10.0,1
1663,0-17,A,F,0.0,10.0,1
1664,0-17,C,M,0.0,10.0,1
1665,0-17,B,M,0.0,10.0,1
1666,18-25,B,M,0.0,10.0,1
1667,0-17,C,M,0.0,10.0,1
1668,0-17,C,M,0.0,10.0,1
1669,0-17,C,F,0.0,10.0,1
1670,0-17,C,F,0.0,10.0,1
1671,55+,A,M,0.0,11.0,1
1672,36-45,A,M,0.0,11.0,1
1673,46-50,A,F,0.0,11.0,1
1674,36-45,C,F,1.0,11.0,1
1675,36-45,C,M,0.0,11.0,1
1676,55+,C,M,1.0,11.0,1
1677,18-25,C,M,0.0,11.0,1
1678,36-45,C,M,1.0,11.0,1
1679,26-35,A,M,0.0,11.0,1
1680,26-35,B,F,0.0,11.0,1
1681,36-45,B,F,0.0,11.0,1
1682,46-50,C,M,1.0,11.0,1
1683,0-17,C,M,0.0,11.0,1
1684,36-45,B,M,0.0,11.0,1
1685,51-55,B,M,1.0,11.0,1
1686,26-35,B,M,1.0,11.0,1
1687,26-35,C,M,1.0,11.0,1
1688,36-45,C,M,0.0,11.0,1
1689,36-45,C,M,0.0,11.0,1
1690,36-45,B,M,0.0,11.0,1
1691,36-45,C,M,1.0,11.0,1
1692,51-55,B,M,1.0,11.0,1
1693,18-25,A,M,0.0,11.0,1
1694,55+,C,M,0.0,11.0,1
1695,51-55,B,F,0.0,11.0,1
1696,26-35,B,M,0.0,11.0,1
1697,51-55,B,M,0.0,11.0,1
1698,26-35,B,M,1.0,11.0,1
1699,46-50,C,M,1.0,11.0,1
1700,26-35,C,M,1.0,11.0,1
1701,26-35,B,M,1.0,11.0,1
1702,26-35,C,F,1.0,11.0,1
1703,46-50,C,M,1.0,11.0,1
1704,26-35,C,F,0.0,11.0,1
1705,36-45,C,M,1.0,11.0,1
1706,18-25,C,F,0.0,11.0,1
1707,26-35,B,M,1.0,11.0,1
1708,26-35,C,M,0.0,12.0,1
1709,26-35,A,M,0.0,12.0,1
1710,18-25,B,M,0.0,12.0,1
1711,26-35,B,M,0.0,12.0,1
1712,36-45,B,M,0.0,12.0,1
1713,26-35,C,M,0.0,12.0,1
1714,26-35,C,M,1.0,12.0,1
1715,26-35,B,M,1.0,12.0,1
1716,51-55,C,M,1.0,12.0,1
1717,18-25,A,M,1.0,12.0,1
1718,26-35,C,M,0.0,12.0,1
1719,26-35,C,M,1.0,12.0,1
1720,46-50,C,M,1.0,12.0,1
1721,26-35,C,M,1.0,12.0,1
1722,51-55,C,F,1.0,12.0,1
1723,26-35,B,M,0.0,12.0,1
1724,18-25,A,M,1.0,12.0,1
1725,26-35,B,M,0.0,12.0,1
1726,26-35,B,M,1.0,12.0,1
1727,36-45,B,M,0.0,12.0,1
1728,26-35,A,M,1.0,12.0,1
1729,26-35,B,M,1.0,12.0,1
1730,26-35,C,M,0.0,12.0,1
1731,26-35,C,M,1.0,12.0,1
1732,36-45,B,M,0.0,12.0,1
1733,18-25,A,M,0.0,12.0,1
1734,36-45,B,M,1.0,12.0,1
1735,26-35,A,M,1.0,12.0,1
1736,18-25,A,M,0.0,12.0,1
1737,36-45,B,M,1.0,12.0,1
1738,51-55,B,M,1.0,12.0,1
1739,18-25,C,F,0.0,12.0,1
1740,36-45,C,M,0.0,12.0,1
1741,26-35,A,M,0.0,12.0,1
1742,18-25,C,M,0.0,12.0,1
1743,36-45,B,M,0.0,12.0,1
1744,46-50,A,M,1.0,12.0,1
1745,18-25,B,M,0.0,12.0,1
1746,26-35,C,M,0.0,12.0,1
1747,26-35,A,M,0.0,12.0,1
1748,55+,C,F,1.0,12.0,1
1749,36-45,C,M,0.0,12.0,1
1750,26-35,B,F,1.0,12.0,1
1751,36-45,A,M,0.0,12.0,1
1752,26-35,B,M,0.0,12.0,1
1753,26-35,C,M,0.0,12.0,1
1754,26-35,B,M,1.0,12.0,1
1755,26-35,C,M,0.0,12.0,1
1756,26-35,B,M,0.0,12.0,1
1757,26-35,C,M,0.0,12.0,1
1758,36-45,B,F,0.0,12.0,1
1759,46-50,C,F,1.0,12.0,1
1760,51-55,A,M,1.0,12.0,1
1761,51-55,C,M,1.0,12.0,1
1762,26-35,C,M,1.0,12.0,1
1763,26-35,C,M,0.0,12.0,1
1764,18-25,A,M,0.0,12.0,1
1765,36-45,C,M,1.0,12.0,1
1766,26-35,C,M,0.0,12.0,1
1767,26-35,C,M,1.0,12.0,1
1768,36-45,C,M,0.0,12.0,1
1769,18-25,C,M,0.0,12.0,1
1770,51-55,C,M,1.0,12.0,1
1771,18-25,A,M,0.0,12.0,1
1772,18-25,A,M,1.0,12.0,1
1773,26-35,B,M,1.0,12.0,1
1774,51-55,C,M,1.0,12.0,1
1775,18-25,A,M,0.0,12.0,1
1776,26-35,A,M,0.0,12.0,1
1777,26-35,A,M,0.0,12.0,1
1778,46-50,C,F,0.0,12.0,1
1779,26-35,B,M,0.0,12.0,1
1780,26-35,C,M,0.0,12.0,1
1781,46-50,C,M,1.0,12.0,1
1782,26-35,C,F,0.0,12.0,1
1783,26-35,B,M,1.0,12.0,1
1784,26-35,A,M,0.0,12.0,1
1785,26-35,C,M,1.0,12.0,1
1786,36-45,A,M,1.0,12.0,1
1787,26-35,C,M,1.0,12.0,1
1788,26-35,C,F,0.0,12.0,1
1789,46-50,C,F,0.0,12.0,1
1790,18-25,C,F,0.0,12.0,1
1791,36-45,C,F,1.0,12.0,1
1792,51-55,A,M,0.0,12.0,1
1793,26-35,C,M,0.0,12.0,1
1794,26-35,B,M,0.0,12.0,1
1795,46-50,C,M,1.0,12.0,1
1796,26-35,B,F,0.0,12.0,1
1797,26-35,C,F,1.0,12.0,1
1798,46-50,C,M,1.0,12.0,1
1799,36-45,C,M,0.0,12.0,1
1800,26-35,C,M,1.0,12.0,1
1801,46-50,C,M,0.0,12.0,1
1802,26-35,A,M,1.0,12.0,1
1803,26-35,A,M,1.0,12.0,1
1804,18-25,C,M,0.0,12.0,1
1805,0-17,A,M,0.0,12.0,1
1806,46-50,C,M,1.0,12.0,1
1807,26-35,B,M,1.0,12.0,1
1808,55+,C,F,1.0,12.0,1
1809,51-55,C,M,1.0,12.0,1
1810,36-45,B,M,1.0,12.0,1
1811,26-35,C,F,0.0,12.0,1
1812,26-35,C,M,0.0,12.0,1
1813,26-35,B,M,0.0,12.0,1
1814,26-35,C,F,0.0,12.0,1
1815,36-45,C,M,0.0,12.0,1
1816,55+,A,M,1.0,13.0,1
1817,51-55,C,M,0.0,13.0,1
1818,36-45,B,M,0.0,13.0,1
1819,55+,C,M,0.0,13.0,1
1820,55+,B,F,1.0,13.0,1
1821,46-50,C,M,1.0,13.0,1
1822,55+,C,M,1.0,13.0,1
1823,36-45,C,M,0.0,13.0,1
1824,46-50,B,F,1.0,13.0,1
1825,55+,C,M,0.0,13.0,1
1826,51-55,B,M,1.0,13.0,1
1827,55+,C,M,1.0,13.0,1
1828,55+,C,M,0.0,13.0,1
1829,46-50,B,M,0.0,13.0,1
1830,46-50,C,M,1.0,13.0,1
1831,51-55,A,M,1.0,13.0,1
1832,51-55,C,M,0.0,13.0,1
1833,51-55,C,F,0.0,13.0,1
1834,55+,C,M,0.0,13.0,1
1835,55+,B,M,1.0,13.0,1
1836,55+,C,M,0.0,13.0,1
1837,51-55,B,F,1.0,13.0,1
1838,55+,C,M,1.0,13.0,1
1839,55+,A,M,1.0,13.0,1
1840,55+,B,M,1.0,13.0,1
1841,0-17,C,M,0.0,13.0,1
1842,36-45,C,M,1.0,13.0,1
1843,55+,C,F,0.0,13.0,1
1844,55+,C,M,0.0,13.0,1
1845,55+,C,M,1.0,13.0,1
1846,55+,C,M,0.0,13.0,1
1847,55+,C,M,1.0,13.0,1
1848,55+,C,M,1.0,13.0,1
1849,55+,C,M,1.0,13.0,1
1850,55+,C,M,1.0,13.0,1
1851,55+,C,M,0.0,13.0,1
1852,51-55,B,M,1.0,13.0,1
1853,55+,C,F,0.0,13.0,1
1854,55+,C,M,0.0,13.0,1
1855,55+,B,M,0.0,13.0,1
1856,55+,C,F,1.0,13.0,1
1857,55+,C,M,0.0,13.0,1
1858,55+,C,M,1.0,13.0,1
1859,55+,C,M,1.0,13.0,1
1860,55+,C,M,0.0,13.0,1
1861,55+,C,M,0.0,13.0,1
1862,51-55,C,M,1.0,13.0,1
1863,51-55,C,M,1.0,13.0,1
1864,55+,C,F,1.0,13.0,1
1865,55+,C,F,0.0,13.0,1
1866,51-55,C,M,1.0,13.0,1
1867,26-35,C,F,1.0,14.0,1
1868,26-35,C,M,1.0,14.0,1
1869,26-35,C,M,1.0,14.0,1
1870,36-45,C,M,1.0,14.0,1
1871,26-35,C,M,0.0,14.0,1
1872,26-35,A,M,0.0,14.0,1
1873,26-35,C,M,0.0,14.0,1
1874,26-35,B,M,1.0,14.0,1
1875,26-35,C,M,1.0,14.0,1
1876,46-50,C,F,1.0,14.0,1
1877,18-25,C,F,0.0,14.0,1
1878,18-25,A,F,0.0,14.0,1
1879,36-45,C,M,1.0,14.0,1
1880,26-35,C,M,1.0,14.0,1
1881,26-35,C,M,1.0,14.0,1
1882,18-25,A,M,1.0,14.0,1
1883,26-35,B,F,0.0,14.0,1
1884,18-25,C,M,0.0,14.0,1
1885,46-50,B,F,1.0,14.0,1
1886,36-45,A,M,0.0,14.0,1
1887,36-45,C,F,1.0,14.0,1
1888,18-25,C,F,0.0,14.0,1
1889,26-35,A,M,0.0,14.0,1
1890,26-35,A,M,0.0,14.0,1
1891,26-35,B,M,0.0,14.0,1
1892,46-50,C,M,0.0,14.0,1
1893,18-25,B,M,0.0,14.0,1
1894,26-35,C,M,0.0,14.0,1
1895,26-35,A,M,0.0,14.0,1
1896,36-45,C,M,0.0,14.0,1
1897,46-50,B,F,1.0,14.0,1
1898,51-55,C,F,1.0,14.0,1
1899,36-45,C,M,0.0,14.0,1
1900,36-45,A,M,0.0,14.0,1
1901,26-35,C,F,1.0,14.0,1
1902,46-50,C,M,1.0,14.0,1
1903,51-55,C,M,1.0,14.0,1
1904,36-45,C,M,1.0,14.0,1
1905,26-35,B,M,1.0,14.0,1
1906,18-25,A,M,0.0,14.0,1
1907,26-35,C,M,1.0,14.0,1
1908,51-55,C,F,0.0,14.0,1
1909,36-45,C,M,0.0,14.0,1
1910,26-35,C,M,0.0,14.0,1
1911,26-35,C,M,1.0,14.0,1
1912,36-45,B,F,0.0,14.0,1
1913,36-45,C,M,1.0,14.0,1
1914,36-45,B,F,0.0,14.0,1
1915,26-35,C,F,1.0,14.0,1
1916,46-50,C,M,0.0,14.0,1
1917,55+,C,M,1.0,14.0,1
1918,26-35,C,M,1.0,14.0,1
1919,36-45,B,M,1.0,14.0,1
1920,26-35,B,F,0.0,14.0,1
1921,36-45,C,M,1.0,14.0,1
1922,26-35,B,M,1.0,14.0,1
1923,36-45,C,M,0.0,14.0,1
1924,46-50,B,M,1.0,14.0,1
1925,46-50,C,M,0.0,14.0,1
1926,26-35,C,F,0.0,14.0,1
1927,36-45,C,F,0.0,14.0,1
1928,18-25,B,M,0.0,14.0,1
1929,36-45,B,M,1.0,14.0,1
1930,26-35,A,F,0.0,14.0,1
1931,26-35,A,F,1.0,14.0,1
1932,26-35,A,F,1.0,14.0,1
1933,26-35,C,M,1.0,14.0,1
1934,26-35,B,M,1.0,14.0,1
1935,36-45,B,M,0.0,14.0,1
1936,36-45,C,F,1.0,14.0,1
1937,51-55,C,M,1.0,14.0,1
1938,51-55,B,M,1.0,14.0,1
1939,26-35,A,M,0.0,14.0,1
1940,26-35,C,M,1.0,14.0,1
1941,26-35,B,M,0.0,14.0,1
1942,36-45,C,M,0.0,14.0,1
1943,51-55,C,M,1.0,14.0,1
1944,36-45,A,M,0.0,14.0,1
1945,18-25,C,M,0.0,14.0,1
1946,26-35,C,M,1.0,14.0,1
1947,51-55,A,M,0.0,14.0,1
1948,26-35,A,M,0.0,14.0,1
1949,26-35,A,M,0.0,14.0,1
1950,46-50,C,M,1.0,14.0,1
1951,18-25,C,M,0.0,14.0,1
1952,26-35,C,M,1.0,14.0,1
1953,26-35,B,M,1.0,14.0,1
1954,0-17,B,M,0.0,14.0,1
1955,51-55,A,M,0.0,14.0,1
1956,26-35,C,M,0.0,15.0,1
1957,46-50,C,F,1.0,15.0,1
1958,26-35,C,M,0.0,15.0,1
1959,18-25,A,F,0.0,15.0,1
1960,51-55,B,M,1.0,15.0,1
1961,46-50,C,F,0.0,15.0,1
1962,26-35,B,F,0.0,15.0,1
1963,55+,C,F,1.0,15.0,1
1964,26-35,C,M,1.0,15.0,1
1965,26-35,C,M,0.0,15.0,1
1966,36-45,B,M,1.0,15.0,1
1967,26-35,B,M,0.0,15.0,1
1968,51-55,B,M,1.0,15.0,1
1969,26-35,A,M,0.0,15.0,1
1970,46-50,C,F,1.0,15.0,1
1971,26-35,C,M,0.0,15.0,1
1972,36-45,C,M,1.0,15.0,1
1973,51-55,A,M,1.0,15.0,1
1974,26-35,B,M,1.0,15.0,1
1975,26-35,A,M,0.0,15.0,1
1976,26-35,C,M,1.0,15.0,1
1977,26-35,B,M,1.0,15.0,1
1978,26-35,B,M,1.0,15.0,1
1979,26-35,A,M,0.0,15.0,1
1980,18-25,C,M,0.0,15.0,1
1981,46-50,C,F,0.0,15.0,1
1982,26-35,C,F,0.0,15.0,1
1983,26-35,C,F,1.0,15.0,1
1984,26-35,B,F,1.0,15.0,1
1985,51-55,C,M,0.0,15.0,1
1986,46-50,C,F,1.0,15.0,1
1987,46-50,C,M,1.0,15.0,1
1988,26-35,B,M,0.0,15.0,1
1989,26-35,C,M,0.0,15.0,1
1990,26-35,A,M,0.0,15.0,1
1991,36-45,A,M,1.0,15.0,1
1992,26-35,B,M,0.0,15.0,1
1993,26-35,B,F,0.0,15.0,1
1994,26-35,C,F,1.0,15.0,1
1995,26-35,B,F,0.0,15.0,1
1996,26-35,B,M,1.0,15.0,1
1997,26-35,C,M,0.0,15.0,1
1998,46-50,C,M,1.0,15.0,1
1999,46-50,C,M,1.0,16.0,1
2000,18-25,A,M,0.0,16.0,1
2001,26-35,C,M,0.0,16.0,1
2002,36-45,C,F,0.0,16.0,1
2003,18-25,C,M,1.0,16.0,1
2004,18-25,C,M,0.0,16.0,1
2005,36-45,B,M,0.0,16.0,1
2006,51-55,C,F,1.0,16.0,1
2007,26-35,C,M,0.0,16.0,1
2008,46-50,C,M,0.0,16.0,1
2009,46-50,C,F,1.0,16.0,1
2010,26-35,A,M,0.0,16.0,1
2011,26-35,B,M,0.0,16.0,1
2012,18-25,A,M,0.0,16.0,1
2013,55+,C,M,1.0,16.0,1
2014,36-45,A,M,0.0,16.0,1
2015,26-35,C,M,1.0,16.0,1
2016,51-55,C,F,0.0,16.0,1
2017,51-55,C,M,1.0,16.0,1
2018,26-35,A,M,1.0,16.0,1
2019,26-35,C,M,0.0,16.0,1
2020,26-35,B,F,0.0,16.0,1
2021,18-25,C,M,0.0,16.0,1
2022,36-45,B,F,0.0,16.0,1
2023,55+,C,M,1.0,16.0,1
2024,51-55,A,M,1.0,16.0,1
2025,46-50,C,M,1.0,16.0,1
2026,46-50,C,M,1.0,16.0,1
2027,51-55,B,M,1.0,16.0,1
2028,36-45,C,M,0.0,16.0,1
2029,36-45,C,F,0.0,16.0,1
2030,36-45,A,M,0.0,16.0,1
2031,51-55,A,M,1.0,16.0,1
2032,46-50,C,M,0.0,16.0,1
2033,36-45,C,F,1.0,16.0,1
2034,36-45,C,M,1.0,16.0,1
2035,51-55,C,M,1.0,16.0,1
2036,46-50,A,F,1.0,16.0,1
2037,36-45,C,M,1.0,16.0,1
2038,18-25,C,M,0.0,16.0,1
2039,55+,C,M,0.0,16.0,1
2040,36-45,C,M,0.0,16.0,1
2041,26-35,B,M,0.0,16.0,1
2042,18-25,C,M,0.0,16.0,1
2043,26-35,C,M,0.0,16.0,1
